1497967985898381568,0.00507,-0.00184,-0.00731,0.99199,0.12316,0.01299,-0.02484,0.00513,0.01340,-0.02871,
1497967985998367488,0.00485,-0.00076,-0.00880,0.99260,0.11891,0.00376,-0.02435,0.00612,0.01740,-0.02734,
1497967986098552320,0.00445,0.00084,-0.01016,0.99261,0.11889,-0.00258,-0.02428,0.01246,0.01520,-0.00365,
1497967986148540160,0.00548,0.00094,-0.01013,0.99228,0.12113,-0.00592,-0.02575,0.01952,0.01226,0.00944,
1497967986248193280,0.00920,0.00151,-0.00975,0.99137,0.12735,-0.00447,-0.03068,0.02568,0.00450,0.02005,
1497967986348268800,0.01169,0.00158,-0.00779,0.99033,0.13412,-0.00015,-0.03540,0.01992,0.00385,0.01560,
1497967986448108032,0.01214,0.00194,-0.00695,0.98999,0.13580,0.00221,-0.03847,-0.00191,-0.00048,0.01139,
1497967986547954432,0.01108,0.00265,-0.00600,0.98940,0.14044,-0.00271,-0.03690,-0.01876,0.00755,0.01729,
1497967986648086272,0.00911,0.00278,-0.00401,0.98832,0.14868,-0.00701,-0.03275,-0.01334,-0.00803,0.02753,
1497967986748197632,0.00789,0.00111,-0.00114,0.98633,0.16103,-0.00959,-0.03368,-0.00870,-0.01975,0.03364,
1497967986848185088,0.00770,-0.00178,0.00256,0.98307,0.17957,-0.00770,-0.03565,0.00036,-0.03727,0.05346,
1497967986947941120,0.00834,-0.00542,0.00872,0.98189,0.18518,-0.00578,-0.03946,-0.00779,-0.03425,0.06625,
1497967987047851776,0.00748,-0.00839,0.01431,0.98183,0.18534,-0.00584,-0.04036,-0.02009,-0.02366,0.04795,
1497967987147857920,0.00554,-0.01151,0.01804,0.98200,0.18483,-0.01208,-0.03712,-0.01955,-0.02549,0.03176,
1497967987198712320,0.00417,-0.01301,0.01869,0.98185,0.18575,-0.00974,-0.03706,-0.02373,-0.01535,0.01106,
1497967987297675008,0.00168,-0.01335,0.01716,0.98165,0.18816,0.00768,-0.03012,-0.02970,-0.00223,-0.02431,
1497967987397518592,-0.00074,-0.01323,0.01351,0.98006,0.19397,0.03695,-0.02231,-0.03358,0.00483,-0.04904,
1497967987497576960,-0.00439,-0.01295,0.00857,0.98150,0.18462,0.04872,-0.01391,-0.04648,0.00962,-0.06547,
1497967987597426688,-0.00891,-0.01224,0.00017,0.98207,0.18041,0.05439,-0.00488,-0.05477,0.00376,-0.10504,
1497967987698050816,-0.01298,-0.01120,-0.01193,0.98298,0.17105,0.06687,0.00481,-0.02107,0.00627,-0.12762,
1497967987797193728,-0.01282,-0.01093,-0.02473,0.98602,0.15364,0.06443,-0.00310,0.01660,-0.00152,-0.11883,
1497967987897151744,-0.01038,-0.01185,-0.03491,0.99093,0.12806,0.03521,-0.02038,0.02245,-0.00966,-0.07950,
1497967987997053184,-0.01170,-0.01262,-0.04163,0.99348,0.11065,0.00000,-0.02763,-0.02306,0.00062,-0.03972,
1497967988097019392,-0.01636,-0.01314,-0.04186,0.99361,0.10944,-0.01542,-0.02295,-0.04699,-0.00742,-0.00597,
1497967988196920832,-0.02109,-0.01582,-0.04068,0.99346,0.11090,-0.01757,-0.02070,-0.03087,-0.01467,0.00411,
1497967988247410688,-0.02204,-0.01672,-0.04026,0.99341,0.11135,-0.01662,-0.02139,-0.02003,-0.01230,0.00103,
1497967988346656256,-0.02222,-0.01736,-0.04017,0.99324,0.11253,-0.01598,-0.02375,0.00193,-0.00407,-0.00867,
1497967988446734336,-0.02113,-0.01708,-0.04198,0.99315,0.11199,-0.01701,-0.02867,0.00767,0.00560,-0.01982,
1497967988546265088,-0.02013,-0.01604,-0.04399,0.99337,0.10954,-0.01588,-0.03111,0.00104,0.00639,-0.01692,
1497967988646686976,-0.01936,-0.01511,-0.04522,0.99342,0.10812,-0.01487,-0.03480,0.00288,0.00533,-0.01240,
1497967988746579200,-0.01745,-0.01291,-0.04592,0.99333,0.10759,-0.01619,-0.03806,0.00839,0.01319,-0.00828,
1497967988846476800,-0.01622,-0.01183,-0.04634,0.99322,0.10736,-0.01605,-0.04149,0.00941,0.00770,0.00123,
1497967988946284800,-0.01542,-0.01076,-0.04607,0.99288,0.10986,-0.01395,-0.04398,0.00203,0.01110,0.00182,
1497967989046294016,-0.01595,-0.01004,-0.04580,0.99299,0.10884,-0.01115,-0.04477,0.00165,0.00808,0.00698,
1497967989147064064,-0.01516,-0.00901,-0.04510,0.99268,0.11091,-0.01236,-0.04618,0.00610,0.00719,0.00516,
1497967989200356864,-0.01484,-0.00872,-0.04493,0.99257,0.11138,-0.01234,-0.04747,0.00537,0.00705,0.00250,
1497967989297008128,-0.01400,-0.00799,-0.04458,0.99239,0.11270,-0.01183,-0.04815,0.00898,0.00655,0.00303,
1497967989396342016,-0.01296,-0.00724,-0.04414,0.99218,0.11364,-0.01264,-0.05004,0.00833,0.00797,0.00355,
1497967989496338944,-0.01244,-0.00741,-0.04347,0.99195,0.11487,-0.01491,-0.05116,0.00528,0.00035,0.00449,
1497967989597453312,-0.01142,-0.00658,-0.04303,0.99188,0.11542,-0.01408,-0.05146,0.00206,0.00223,0.00657,
1497967989695948032,-0.01097,-0.00638,-0.04231,0.99176,0.11659,-0.01412,-0.05117,0.00195,0.00026,0.00620,
1497967989795328512,-0.01027,-0.00628,-0.04166,0.99166,0.11780,-0.01204,-0.05095,0.00695,0.00121,0.00664,
1497967989895246080,-0.00917,-0.00609,-0.04044,0.99147,0.11925,-0.00976,-0.05170,0.01047,0.00202,0.01264,
1497967989995289344,-0.00802,-0.00577,-0.03932,0.99112,0.12158,-0.00980,-0.05302,0.01007,0.00393,0.00881,
1497967990095447296,-0.00739,-0.00595,-0.03840,0.99060,0.12535,-0.01013,-0.05378,0.00894,0.00423,0.01001,
1497967990195448832,-0.00610,-0.00529,-0.03735,0.99044,0.12652,-0.01057,-0.05398,0.00986,0.00376,0.00766,
1497967990246578688,-0.00558,-0.00515,-0.03703,0.99036,0.12673,-0.01097,-0.05490,0.00946,0.00164,0.00338,
1497967990345698560,-0.00479,-0.00509,-0.03710,0.99034,0.12641,-0.01107,-0.05597,0.00820,0.00214,-0.00534,
1497967990445457408,-0.00424,-0.00518,-0.03781,0.99050,0.12476,-0.01103,-0.05684,0.00562,0.00279,-0.00788,
1497967990545111552,-0.00378,-0.00495,-0.03830,0.99059,0.12379,-0.01184,-0.05718,0.00240,0.00011,-0.00350,
1497967990645800960,-0.00371,-0.00502,-0.03848,0.99061,0.12371,-0.01191,-0.05704,-0.00145,0.00132,0.00033,
1497967990745296384,-0.00401,-0.00511,-0.03839,0.99065,0.12361,-0.01203,-0.05645,-0.00384,0.00074,0.00278,
1497967990844589568,-0.00415,-0.00531,-0.03811,0.99058,0.12433,-0.01229,-0.05614,-0.00284,-0.00030,0.00265,
1497967990944734208,-0.00434,-0.00538,-0.03783,0.99058,0.12467,-0.01166,-0.05540,-0.00286,0.00171,0.00380,
1497967991044498944,-0.00415,-0.00550,-0.03734,0.99037,0.12638,-0.01186,-0.05528,0.00243,-0.00242,0.00453,
1497967991144404992,-0.00372,-0.00566,-0.03715,0.99032,0.12645,-0.01206,-0.05605,0.00056,-0.00009,0.00096,
1497967991195701504,-0.00356,-0.00572,-0.03714,0.99031,0.12641,-0.01219,-0.05616,-0.00155,-0.00061,-0.00041,
1497967991294707200,-0.00354,-0.00578,-0.03691,0.99042,0.12583,-0.01332,-0.05523,-0.00150,-0.00275,0.00519,
1497967991394207232,-0.00310,-0.00629,-0.03589,0.99021,0.12733,-0.01330,-0.05554,0.00359,-0.00457,0.01185,
1497967991494330624,-0.00247,-0.00645,-0.03481,0.98995,0.12927,-0.01145,-0.05626,0.00481,-0.00020,0.00909,
1497967991594616576,-0.00157,-0.00663,-0.03410,0.98972,0.13042,-0.01298,-0.05717,0.00743,-0.00441,0.00319,
1497967991694154752,-0.00057,-0.00682,-0.03430,0.98971,0.13023,-0.01356,-0.05772,0.00624,-0.00125,-0.00616,
1497967991793870336,0.00000,-0.00694,-0.03479,0.98991,0.12848,-0.01471,-0.05789,0.00192,-0.00233,-0.00383,
1497967991894073088,0.00024,-0.00725,-0.03497,0.99002,0.12740,-0.01624,-0.05803,-0.00060,-0.00537,-0.00068,
1497967991994413824,0.00025,-0.00758,-0.03462,0.99008,0.12746,-0.01530,-0.05715,-0.00155,-0.00412,0.00721,
1497967992094096896,0.00037,-0.00797,-0.03327,0.98997,0.12879,-0.01542,-0.05607,-0.00253,-0.00421,0.01425,
1497967992193976064,0.00034,-0.00790,-0.03176,0.98988,0.13050,-0.01293,-0.05430,-0.00132,-0.00046,0.01597,
1497967992244028416,0.00052,-0.00780,-0.03074,0.98975,0.13213,-0.01093,-0.05316,-0.00076,-0.00094,0.02452,
1497967992343842816,0.00026,-0.00847,-0.02607,0.98865,0.14204,-0.00123,-0.04900,-0.00363,-0.01023,0.06228,
1497967992443497472,-0.00005,-0.00925,-0.01813,0.98522,0.16423,0.02649,-0.04091,-0.01419,-0.02094,0.09463,
1497967992543422464,-0.00163,-0.01053,-0.00828,0.98100,0.18535,0.04727,-0.03251,-0.01524,-0.02238,0.09368,
